s,p,o
united nations,IsRelatedTo,croatia gains diplomatic recognition
united nations,IsRelatedTo,peacekeeping troops abroad
united nations,IsPartOf,united nations security council
united nations,IsPartOf,croatian military
nato,IsPartOf,international security assistance force
schengen area,IsPartOf,european union
eurozone,IsPartOf,european union
european union,IsRelatedTo,peljesac bridge completion
european union,IsRelatedTo,peljesac bridge construction start
european union,IsPartOf,slovenia
european union,IsPartOf,italy
european union,IsPartOf,eurostat
european union,IsPartOf,germany
european union,IsPartOf,european environmental agency
ministry of the interior,IsPartOf,security and intelligence agency
peljesac bridge completion,OccursAt,dubrovnik-neretva county
peljesac bridge construction start,IsRelatedTo,hrvatske ceste
peljesac bridge construction start,IsRelatedTo,china road and bridge corporation
peljesac bridge construction start,OccursAt,dubrovnik-neretva county
croatian armed forces,IsPartOf,general staff
unesco,IsPartOf,unesco man and the biosphere programme
national ecological network setup,IsRelatedTo,natura 2000 network
national ecological network setup,IsRelatedTo,national ecological network
national ecological network setup,OccursAt,gorski kotar
national ecological network setup,OccursAt,lika
national ecological network setup,OccursAt,danube
national ecological network setup,OccursAt,krka canyon
national ecological network setup,OccursAt,zrmanja canyon
national ecological network setup,OccursAt,adriatic islands
national ecological network setup,OccursAt,biokovo
national ecological network setup,OccursAt,velebit
national ecological network setup,OccursAt,velebit nature park
national ecological network setup,OccursAt,plitvice lakes national park
national ecological network,IsPartOf,natura 2000 network
hrvatski sokol,IsRelatedTo,2022 world cup third place
hrvatski sokol,IsRelatedTo,2018 world cup final
hrvatski sokol,IsRelatedTo,1998 world cup third place
2022 world cup third place,IsRelatedTo,national sport programme
2022 world cup third place,IsRelatedTo,croatian olympic committee
2022 world cup third place,OccursAt,european union
2018 world cup final,IsRelatedTo,national sport programme
2018 world cup final,IsRelatedTo,croatian olympic committee
croatian olympic committee,IsRelatedTo,2024 men's european water polo championship
croatian olympic committee,IsRelatedTo,2025 world men's handball championship
croatian olympic committee,IsRelatedTo,2018 european handball championship
croatian olympic committee,IsRelatedTo,2000 european handball championship
croatian olympic committee,IsRelatedTo,1979 mediterranean games
croatian olympic committee,IsRelatedTo,1987 summer universiade
croatian olympic committee,IsRelatedTo,2000 world rowing championships
croatian olympic committee,IsRelatedTo,2007 world table tennis championships
croatian olympic committee,IsRelatedTo,2009 men's handball world championship
croatian railways,IsRelatedTo,eib railway support
croatian railways,IsRelatedTo,edmu agreement signing
eib railway support,IsRelatedTo,european investment bank
edmu agreement signing,IsRelatedTo,european investment bank
hrvatske ceste,IsPartOf,china road and bridge corporation
croatia airlines,IsRelatedTo,hamburg-zagreb flight launch
croatia airlines,IsRelatedTo,first airbus a220 delivery
hamburg-zagreb flight launch,OccursAt,hamburg
lng hrvatska,IsRelatedTo,lng krk terminal operations begin
lng krk terminal operations begin,OccursAt,lng hrvatska
lng krk terminal operations begin,OccursAt,krk island
serbia,IsPartOf,vojvodina
habsburg empire,IsRelatedTo,state of slovenes proclaimed
state of slovenes proclaimed,IsRelatedTo,"state of slovenes, croats, and serbs"
kingdom of yugoslavia,IsRelatedTo,county border revision
kingdom of yugoslavia,IsRelatedTo,state merged into yugoslavia
kingdom of yugoslavia,IsPartOf,"state of slovenes, croats, and serbs"
county border revision,IsRelatedTo,"kingdom of serbs, croats and slovenes"
county border revision,IsRelatedTo,post-world war ii yugoslavia
county border revision,IsRelatedTo,nuts
state merged into yugoslavia,IsRelatedTo,"state of slovenes, croats, and serbs"
"state of slovenes, croats, and serbs",IsRelatedTo,formation of kingdom yugoslavia
axis,IsRelatedTo,axis invasion of yugoslavia
socialist republic of croatia,IsPartOf,socialist federal republic of yugoslavia
croatia gains diplomatic recognition,IsRelatedTo,european economic community
peacekeeping troops abroad,IsRelatedTo,croatian military
oecd,IsPartOf,oecd council
united nations security council,IsPartOf,unstaes
eurostat,IsRelatedTo,unemployment record high
eurostat,IsRelatedTo,unemployment record low
eurostat,IsRelatedTo,april 2024 salary report
april 2024 salary report,IsRelatedTo,international monetary fund
battle of sisak,IsRelatedTo,croatian military frontier
austrian empire,IsPartOf,kingdom of dalmatia
first french empire,IsRelatedTo,battle of vis
battle of vis,IsRelatedTo,royal navy
battle of vis,OccursAt,vis
croatian military,IsRelatedTo,conscription reintroduction announcement
croatian military,IsRelatedTo,conscription abolition
croatian military,IsRelatedTo,troops serving in kosovo
croatian military,IsRelatedTo,troops serving in afghanistan
croatian military,IsPartOf,kfor
croatian military,IsPartOf,nato-led isaf force
troops serving in kosovo,IsRelatedTo,kfor
troops serving in kosovo,OccursAt,kosovo
troops serving in afghanistan,IsRelatedTo,nato-led isaf force
troops serving in afghanistan,OccursAt,afghanistan
caf,IsRelatedTo,military exports in 2020
global peace index,IsRelatedTo,croatia 15th peaceful
croatian academy of sciences and arts,IsRelatedTo,croatian academy of sciences founded
croatian academy of sciences founded,OccursAt,croatian academy of sciences and arts
university of zadar,IsRelatedTo,university of zadar renewed
university of zadar,IsRelatedTo,first university of zadar founded
university of zadar renewed,OccursAt,zadar
first university of zadar founded,OccursAt,zadar
university of zagreb,IsRelatedTo,university of zagreb founded
interliber,IsPartOf,zagreb fair
pula film festival,IsRelatedTo,animafest zagreb founding
animafest zagreb founding,IsRelatedTo,animafest zagreb
state anti-fascist council for the national liberation of croatia,IsRelatedTo,avnoj transformation into parliament
state anti-fascist council for the national liberation of croatia,IsRelatedTo,state anti-fascist council founding
state anti-fascist council for the national liberation of croatia,IsPartOf,avnoj
avnoj transformation into parliament,IsRelatedTo,avnoj
yugoslav people's army,IsRelatedTo,serb paramilitary attacks
serb paramilitary attacks,IsRelatedTo,serb paramilitary groups
communist party,IsRelatedTo,1989 yugoslav coups
1989 yugoslav coups,OccursAt,montenegro
1989 yugoslav coups,OccursAt,kosovo
1989 yugoslav coups,OccursAt,vojvodina
serb paramilitary groups,IsRelatedTo,mass expulsion of croats
republic of serbian krajina,IsRelatedTo,elderly serb deaths post-war
republic of serbian krajina,IsRelatedTo,serb exodus from krajina
republic of serbian krajina,IsRelatedTo,croatia war decisive victory
elderly serb deaths post-war,OccursAt,republic of serbian krajina
serb exodus from krajina,OccursAt,republic of serbian krajina
untaes,IsRelatedTo,untaes mission concludes
bosnia and herzegovina,IsContainedIn,north-western bosnia
bosnia and herzegovina,IsContainedIn,neum
krk,IsContainedIn,baska tablet
dubrovnik-neretva county,IsContainedIn,peljesac bridge
dubrovnik-neretva county,IsContainedIn,peljesac peninsula
dubrovnik,IsContainedIn,epidaurum
osijek,IsContainedIn,zagreb fair
osijek,IsContainedIn,tvrda
zadar,IsContainedIn,university of zadar
zadar,IsContainedIn,church of st. donatus
krk island,IsContainedIn,lng hrvatska
bijaci,IsContainedIn,trogir
trogir,IsContainedIn,trogir cathedral
vojvodina,OccursAt,sanu memorandum publication
